"Source","Make","Model","Year","Price (EUR)","Mileage (km)","Fuel","Transmission","Power (kW)","Body Type","Color","Listing URL","Source URL","Notes","Scraped At"
"neostar","","","2019","15700","","petrol","","80","","","","https://www.neostar.com/hr/automobili/?page=1&pageId=11768&VehicleYearOptions=2019","","2026-04-24 00:08:59"
"neostar","","","2019","10800","","diesel","","85","","","","https://www.neostar.com/hr/automobili/?page=1&pageId=11768&VehicleYearOptions=2019","","2026-04-24 00:08:59"
"neostar","","","2019","13999","","diesel","","55","","","","https://www.neostar.com/hr/automobili/?page=1&pageId=11768&VehicleYearOptions=2019","","2026-04-24 00:08:59"
"neostar","","","2019","14500","","diesel","automatic","110","","","","https://www.neostar.com/hr/automobili/?page=1&pageId=11768&VehicleYearOptions=2019","","2026-04-24 00:08:59"
"neostar","","","2019","7999","","petrol","","52","","","","https://www.neostar.com/hr/automobili/?page=1&pageId=11768&VehicleYearOptions=2019","","2026-04-24 00:08:59"
"neostar","","","2019","13000","","diesel","","96","","","","https://www.neostar.com/hr/automobili/?page=1&pageId=11768&VehicleYearOptions=2019","","2026-04-24 00:08:59"
"neostar","","","2019","7300","","petrol","","49","","","","https://www.neostar.com/hr/automobili/?page=1&pageId=11768&VehicleYearOptions=2019","","2026-04-24 00:08:59"
"neostar","","","2019","12499","","diesel","","100","","","","https://www.neostar.com/hr/automobili/?page=1&pageId=11768&VehicleYearOptions=2019","","2026-04-24 00:08:59"
"neostar","","","2019","17400","","diesel","","110","","","","https://www.neostar.com/hr/automobili/?page=1&pageId=11768&VehicleYearOptions=2019","","2026-04-24 00:08:59"
"neostar","","","2019","8800","","diesel","","66","","","","https://www.neostar.com/hr/automobili/?page=1&pageId=11768&VehicleYearOptions=2019","","2026-04-24 00:08:59"
"neostar","","","2019","14900","","diesel","automatic","110","","","","https://www.neostar.com/hr/automobili/?page=1&pageId=11768&VehicleYearOptions=2019","","2026-04-24 00:08:59"
"neostar","","","2019","27900","","diesel","automatic","150","","","","https://www.neostar.com/hr/automobili/?page=1&pageId=11768&VehicleYearOptions=2019","","2026-04-24 00:08:59"
"neostar","","","2019","19330","","diesel","automatic","88","","","","https://www.neostar.com/hr/automobili/?page=1&pageId=11768&VehicleYearOptions=2019","","2026-04-24 00:08:59"
"neostar","","","2019","8900","","diesel","","81","","","","https://www.neostar.com/hr/automobili/?page=1&pageId=11768&VehicleYearOptions=2019","","2026-04-24 00:08:59"
"neostar","","","2019","30300","","diesel","automatic","143","","","","https://www.neostar.com/hr/automobili/?page=1&pageId=11768&VehicleYearOptions=2019","","2026-04-24 00:08:59"
"neostar","","","2019","13999","","diesel","","55","","","","https://www.neostar.com/hr/automobili/?page=1&pageId=11768&VehicleYearOptions=2019","","2026-04-24 00:08:59"
"neostar","","","2019","15990","","diesel","","85","","","","https://www.neostar.com/hr/automobili/?page=1&pageId=11768&VehicleYearOptions=2019","","2026-04-24 00:08:59"
"neostar","","","2019","39990","","diesel","automatic","143","","","","https://www.neostar.com/hr/automobili/?page=1&pageId=11768&VehicleYearOptions=2019","","2026-04-24 00:08:59"
"neostar","","","2019","13700","","petrol","","103","","","","https://www.neostar.com/hr/automobili/?page=1&pageId=11768&VehicleYearOptions=2019","","2026-04-24 00:08:59"
"neostar","","","2019","23990","","diesel","automatic","110","","","","https://www.neostar.com/hr/automobili/?page=1&pageId=11768&VehicleYearOptions=2019","","2026-04-24 00:08:59"
"neostar","","","2019","16600","","diesel","automatic","118","","","","https://www.neostar.com/hr/automobili/?page=1&pageId=11768&VehicleYearOptions=2019","","2026-04-24 00:08:59"
"neostar","","","2019","10200","","diesel","","81","","","","https://www.neostar.com/hr/automobili/?page=1&pageId=11768&VehicleYearOptions=2019","","2026-04-24 00:08:59"
"neostar","","","2019","10600","","diesel","","88","","","","https://www.neostar.com/hr/automobili/?page=1&pageId=11768&VehicleYearOptions=2019","","2026-04-24 00:08:59"
"neostar","","","2019","15860","","diesel","","85","","","","https://www.neostar.com/hr/automobili/?page=1&pageId=11768&VehicleYearOptions=2019","","2026-04-24 00:08:59"
"neostar","","","2019","10200","","petrol","","51","","","","https://www.neostar.com/hr/automobili/?page=1&pageId=11768&VehicleYearOptions=2019","","2026-04-24 00:08:59"
"neostar","","","2019","58490","","diesel","automatic","195","","","","https://www.neostar.com/hr/automobili/?page=1&pageId=11768&VehicleYearOptions=2019","","2026-04-24 00:08:59"
"neostar","","","2019","16490","","diesel","","110","","","","https://www.neostar.com/hr/automobili/?page=1&pageId=11768&VehicleYearOptions=2019","","2026-04-24 00:08:59"
"neostar","","","2019","16350","","petrol","","85","","","","https://www.neostar.com/hr/automobili/?page=1&pageId=11768&VehicleYearOptions=2019","","2026-04-24 00:08:59"
"neostar","","","2019","17500","","diesel","automatic","85","","","","https://www.neostar.com/hr/automobili/?page=1&pageId=11768&VehicleYearOptions=2019","","2026-04-24 00:08:59"
"neostar","","","2019","22900","","diesel","automatic","110","","","","https://www.neostar.com/hr/automobili/?page=1&pageId=11768&VehicleYearOptions=2019","","2026-04-24 00:08:59"
"neostar","","","2018","14000","","diesel","","85","","","","https://www.neostar.com/hr/automobili/?page=1&pageId=11768&VehicleYearOptions=2018","","2026-04-24 00:09:04"
"neostar","","","2018","28149","","diesel","automatic","100","","","","https://www.neostar.com/hr/automobili/?page=1&pageId=11768&VehicleYearOptions=2018","","2026-04-24 00:09:04"
"neostar","","","2018","7200","","petrol","","70","","","","https://www.neostar.com/hr/automobili/?page=1&pageId=11768&VehicleYearOptions=2018","","2026-04-24 00:09:04"
"neostar","","","2018","9500","","petrol","","70","","","","https://www.neostar.com/hr/automobili/?page=1&pageId=11768&VehicleYearOptions=2018","","2026-04-24 00:09:04"
"neostar","","","2018","23000","","diesel","","140","","","","https://www.neostar.com/hr/automobili/?page=1&pageId=11768&VehicleYearOptions=2018","","2026-04-24 00:09:04"
"neostar","","","2018","8200","","petrol","","70","","","","https://www.neostar.com/hr/automobili/?page=1&pageId=11768&VehicleYearOptions=2018","","2026-04-24 00:09:04"
"neostar","","","2018","8300","","petrol","","70","","","","https://www.neostar.com/hr/automobili/?page=1&pageId=11768&VehicleYearOptions=2018","","2026-04-24 00:09:04"
"neostar","","","2018","10990","","diesel","automatic","88","","","","https://www.neostar.com/hr/automobili/?page=1&pageId=11768&VehicleYearOptions=2018","","2026-04-24 00:09:04"
"neostar","","","2018","19990","","diesel","automatic","110","","","","https://www.neostar.com/hr/automobili/?page=1&pageId=11768&VehicleYearOptions=2018","","2026-04-24 00:09:04"
"neostar","","","2018","16500","","diesel","","110","","","","https://www.neostar.com/hr/automobili/?page=1&pageId=11768&VehicleYearOptions=2018","","2026-04-24 00:09:04"
"neostar","","","2018","19000","","diesel","","75","","","","https://www.neostar.com/hr/automobili/?page=1&pageId=11768&VehicleYearOptions=2018","","2026-04-24 00:09:04"
"neostar","","","2018","5200","","diesel","","66","","","","https://www.neostar.com/hr/automobili/?page=1&pageId=11768&VehicleYearOptions=2018","","2026-04-24 00:09:04"
"neostar","","","2018","23790","","diesel","automatic","140","","","","https://www.neostar.com/hr/automobili/?page=1&pageId=11768&VehicleYearOptions=2018","","2026-04-24 00:09:04"
"neostar","","","2018","12600","","diesel","automatic","85","","","","https://www.neostar.com/hr/automobili/?page=1&pageId=11768&VehicleYearOptions=2018","","2026-04-24 00:09:04"
"neostar","","","2018","19490","","diesel","automatic","110","","","","https://www.neostar.com/hr/automobili/?page=1&pageId=11768&VehicleYearOptions=2018","","2026-04-24 00:09:04"
"neostar","","","2018","13790","","diesel","","85","","","","https://www.neostar.com/hr/automobili/?page=1&pageId=11768&VehicleYearOptions=2018","","2026-04-24 00:09:04"
"neostar","","","2018","20990","","diesel","automatic","110","","","","https://www.neostar.com/hr/automobili/?page=1&pageId=11768&VehicleYearOptions=2018","","2026-04-24 00:09:04"
"neostar","","","2018","7800","","petrol","","66","","","","https://www.neostar.com/hr/automobili/?page=1&pageId=11768&VehicleYearOptions=2018","","2026-04-24 00:09:04"
"neostar","","","2018","27900","","petrol","automatic","115","","","","https://www.neostar.com/hr/automobili/?page=1&pageId=11768&VehicleYearOptions=2018","","2026-04-24 00:09:04"
"neostar","","","2018","13900","","diesel","automatic","75","","","","https://www.neostar.com/hr/automobili/?page=1&pageId=11768&VehicleYearOptions=2018","","2026-04-24 00:09:04"
"neostar","","","2018","7700","","petrol","","61","","","","https://www.neostar.com/hr/automobili/?page=1&pageId=11768&VehicleYearOptions=2018","","2026-04-24 00:09:04"
"neostar","","","2018","32600","","diesel","automatic","235","","","","https://www.neostar.com/hr/automobili/?page=1&pageId=11768&VehicleYearOptions=2018","","2026-04-24 00:09:04"
"neostar","","","2018","16500","","petrol","","118","","","","https://www.neostar.com/hr/automobili/?page=1&pageId=11768&VehicleYearOptions=2018","","2026-04-24 00:09:04"
"neostar","","","2018","18900","","diesel","automatic","130","","","","https://www.neostar.com/hr/automobili/?page=1&pageId=11768&VehicleYearOptions=2018","","2026-04-24 00:09:04"
"neostar","","","2018","10700","","petrol","","70","","","","https://www.neostar.com/hr/automobili/?page=1&pageId=11768&VehicleYearOptions=2018","","2026-04-24 00:09:04"
"neostar","","","2018","7200","","diesel","","55","","","","https://www.neostar.com/hr/automobili/?page=1&pageId=11768&VehicleYearOptions=2018","","2026-04-24 00:09:04"
"neostar","","","2018","8999","","petrol","","51","","","","https://www.neostar.com/hr/automobili/?page=1&pageId=11768&VehicleYearOptions=2018","","2026-04-24 00:09:04"
"neostar","","","2018","19900","","diesel","automatic","130","","","","https://www.neostar.com/hr/automobili/?page=1&pageId=11768&VehicleYearOptions=2018","","2026-04-24 00:09:04"
"neostar","","","2018","16800","","diesel","automatic","85","","","","https://www.neostar.com/hr/automobili/?page=1&pageId=11768&VehicleYearOptions=2018","","2026-04-24 00:09:04"
"neostar","","","2018","19500","","petrol","automatic","140","","","","https://www.neostar.com/hr/automobili/?page=1&pageId=11768&VehicleYearOptions=2018","","2026-04-24 00:09:04"
"neostar","","","2018","18500","","diesel","automatic","110","","","","https://www.neostar.com/hr/automobili/?page=1&pageId=11768&VehicleYearOptions=2018","","2026-04-24 00:09:04"
